ProgramId,State,ImplementingSectorId,ImplementingSectorName,CategoryId,CategoryName,TypeId,TypeName,Name,EarliestEnactedDate,Sector_4,Sector_11,Sector_3,Sector_22,Sector_21,Sector_36,Sector_23,Sector_1,Sector_17,Sector_5,Sector_2,Sector_34,Sector_15,Sector_24,Sector_14,Sector_10,Sector_35,Sector_37,Sector_9,Sector_6,Sector_20,Sector_8,Sector_25,Sector_16,Tech_15,Tech_29,Tech_6,Tech_13,Tech_12,Tech_10,Tech_9,Tech_8,Tech_3,Tech_14,Tech_30,Tech_11,Tech_1,Tech_4,Tech_7,Tech_2,Tech_5
14,WA,1,State,2,Regulatory Policy,44,Solar/Wind Access Policy,Solar Easements & Rights Laws,1979/10/05,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,TX,1,State,2,Regulatory Policy,25,Generation Disclosure,Fuel Mix and Emissions Disclosure,2004/06/01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,AZ,1,State,2,Regulatory Policy,44,Solar/Wind Access Policy,Arizona Solar Rights,1979/10/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18,TN,1,State,2,Regulatory Policy,44,Solar/Wind Access Policy,Tennessee Solar Easement and Access Laws,,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20,MO,1,State,2,Regulatory Policy,44,Solar/Wind Access Policy,Missouri Solar Easements & Rights Laws,1979/01/01,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22,OH,1,State,2,Regulatory Policy,44,Solar/Wind Access Policy,Ohio Solar Easement and Access Laws,1979/08/14,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26,MT,1,State,2,Regulatory Policy,12,Mandatory Utility Green Power Option,Mandatory Utility Green Power Option,2003/05/05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
27,IA,1,State,2,Regulatory Policy,44,Solar/Wind Access Policy,Iowa Solar Easement and Access Laws,,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28,FL,1,State,2,Regulatory Policy,44,Solar/Wind Access Policy,Florida Solar Easement and Access Laws,1978/07/01,0,1,1,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
30,AZ,1,State,2,Regulatory Policy,24,Equipment Certification,Solar & Wind Equipment Certification,1995/10/05,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
36,OH,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,2000/04/06,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1
38,NJ,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,1999/10/05,0,1,1,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0
39,OR,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,1999/09/01,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,1
40,VA,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,1999/10/05,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1
41,VT,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,2001/10/05,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
42,WA,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,1998/10/05,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
43,DE,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,1999/10/05,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
44,VT,1,State,1,Financial Incentive,81,Sales Tax Incentive,Renewable Energy Systems Sales Tax Exemption,1999/01/26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0
45,VT,1,State,1,Financial Incentive,78,Property Tax Incentive,Local Option - Property Tax Exemption,1975/10/05,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
46,AL,1,State,1,Financial Incentive,32,Personal Tax Deduction,Wood-Burning Heating System Deduction,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
49,HI,1,State,1,Financial Incentive,18,Corporate Tax Credit,Solar and Wind Energy Credit (Corporate),2009/07/01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50,HI,1,State,1,Financial Incentive,31,Personal Tax Credit,Solar and Wind Energy Credit (Personal),2009/07/01,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
54,IN,1,State,1,Financial Incentive,78,Property Tax Incentive,Renewable Energy Property Tax Exemption,2010/03/01,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
56,IA,1,State,1,Financial Incentive,81,Sales Tax Incentive,Renewable Energy Equipment Exemption,1993/05/26,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
60,NH,1,State,1,Financial Incentive,78,Property Tax Incentive,Local Option - Property Tax Exemption for Renewable Energy and Electrical Energy Storage,1976/01/01,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
65,PA,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,2005/02/28,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1
68,PA,1,State,2,Regulatory Policy,25,Generation Disclosure,Fuel Mix Disclosure,1998/10/05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,KS,1,State,1,Financial Incentive,78,Property Tax Incentive,Renewable Energy Property Tax Exemption,1999/01/01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
77,OH,1,State,1,Financial Incentive,81,Sales Tax Incentive,Energy Conversion and Thermal Efficiency Sales Tax Exemption,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,1,1,1
78,OH,1,State,1,Financial Incentive,68,Other Incentive,Air-Quality Improvement Tax Incentives,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0,0
80,NY,1,State,1,Financial Incentive,31,Personal Tax Credit,Residential Solar Tax Credit,1997/08/02,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
82,TX,1,State,1,Financial Incentive,40,Industry Recruitment/Support,Solar and Wind Energy Business Franchise Tax Exemption,1982/01/26,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
83,UT,1,State,1,Financial Incentive,31,Personal Tax Credit,Renewable Energy Systems Tax Credit (Personal),2001/01/01,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
85,VA,1,State,1,Financial Incentive,78,Property Tax Incentive,Local Option - Residential Property Tax Exemption for Solar,1977/01/01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
87,WA,1,State,2,Regulatory Policy,25,Generation Disclosure,Fuel Mix and Emissions Disclosure,2000/03/30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,WV,1,State,1,Financial Incentive,49,Corporate Tax Exemption,Tax Exemption for Renewable Energy Generation,2001/05/05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
105,DC,1,State,2,Regulatory Policy,37,Net Metering,Net Metering,2000/05/09,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
106,WA,3,Utility,2,Regulatory Policy,37,Net Metering,Grays Harbor PUD - Net Metering,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1
108,DC,1,State,2,Regulatory Policy,46,Public Benefits Fund,Sustainable Energy Trust Fund,2008/10/06,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0
113,MO,2,Local,2,Regulatory Policy,38,Renewables Portfolio Standard,City of Columbia - Renewable Portfolio Standard,2004/11/02,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1
115,AK,1,State,1,Financial Incentive,89,Loan Program,Power Project Loan Fund,1993/10/05,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1
118,AZ,1,State,1,Financial Incentive,31,Personal Tax Credit,Residential Solar and Wind Energy Systems Tax Credit,1995/01/01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
119,AZ,1,State,1,Financial Incentive,81,Sales Tax Incentive,Solar and Wind Equipment Sales Tax Exemption,1997/01/01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
123,CA,3,Utility,1,Financial Incentive,80,Leasing Program,Santa Clara Water & Sewer - Solar Water Heating Program,,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
133,CO,1,State,2,Regulatory Policy,38,Renewables Portfolio Standard,Renewable Energy Standard,2004/11/01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
137,ID,1,State,1,Financial Incentive,32,Personal Tax Deduction,Residential Alternative Energy Tax Deduction,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0
138,IL,1,State,1,Financial Incentive,78,Property Tax Incentive,Special Assessment for Solar Energy Systems,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,IA,1,State,1,Financial Incentive,78,Property Tax Incentive,Local Option - Special Assessment of Wind Energy Devices,1994/01/01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
143,MD,1,State,1,Financial Incentive,81,Sales Tax Incentive,Wood Heating Fuel Exemption,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,MA,1,State,1,Financial Incentive,31,Personal Tax Credit,Residential Renewable Energy Income Tax Credit,1979/01/26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
145,MA,1,State,1,Financial Incentive,81,Sales Tax Incentive,Renewable Energy Equipment Sales Tax Exemption,1977/10/05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
146,MA,1,State,1,Financial Incentive,78,Property Tax Incentive,Renewable Energy Property Tax Exemption,1975/01/26,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
147,MA,1,State,1,Financial Incentive,49,Corporate Tax Exemption,Excise Tax Exemption for Solar or Wind Powered Systems,1976/10/05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
148,MA,1,State,1,Financial Incentive,19,Corporate Tax Deduction,Excise Tax Deduction for Solar or Wind Powered Systems,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
149,MA,1,State,1,Financial Incentive,40,Industry Recruitment/Support,Alternative Energy and Energy Conservation Patent Income Tax Deduction (Corporate),1979/01/26,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1
151,MN,1,State,1,Financial Incentive,78,Property Tax Incentive,Wind and Solar-Electric (PV) Systems Exemption,1992/01/01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
154,MT,1,State,1,Financial Incentive,78,Property Tax Incentive,Renewable Energy Systems Exemption,2005/10/05,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
157,CT,1,State,2,Regulatory Policy,46,Public Benefits Fund,Connecticut Clean Energy Fund,1998/04/05,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1
158,NV,1,State,1,Financial Incentive,78,Property Tax Incentive,Renewable Energy Systems Property Tax Exemption,1983/07/01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
159,DE,1,State,2,Regulatory Policy,46,Public Benefits Fund,Delmarva - Green Energy Fund,1999/10/01,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0
160,ND,1,State,1,Financial Incentive,78,Property Tax Incentive,Renewable Energy Property Tax Exemption,2007/07/01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
162,ME,1,State,2,Regulatory Policy,46,Public Benefits Fund,Efficiency Maine Trust - Energy Efficiency and Renewable Resource Fund,1997/10/05,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1
164,PA,1,State,2,Regulatory Policy,46,Public Benefits Fund,Public Benefits Programs,,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1
165,OR,1,State,1,Financial Incentive,78,Property Tax Incentive,Renewable Energy Systems Exemption,1976/10/05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
168,NJ,1,State,2,Regulatory Policy,46,Public Benefits Fund,Societal Benefits Charge,1999/02/09,1,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1
173,TX,1,State,1,Financial Incentive,78,Property Tax Incentive,Renewable Energy Systems Property Tax Exemption,1981/10/05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
178,WI,1,State,1,Financial Incentive,78,Property Tax Incentive,"Biogas, Solar, and Wind Energy Equipment Exemption",,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
180,NV,1,State,1,Financial Incentive,78,Property Tax Incentive,Large Scale Renewable Energy Property Tax Abatement (Nevada State Office of Energy),2009/07/01,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1
182,TX,1,State,2,Regulatory Policy,38,Renewables Portfolio Standard,Renewable Generation Requirement,1999/06/18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1
183,NC,1,State,1,Financial Incentive,78,Property Tax Incentive,Active Solar Heating and Cooling Systems Exemption,1977/10/05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
184,IA,1,State,1,Financial Incentive,78,Property Tax Incentive,Property Tax Exemption for Renewable Energy Systems,1978/01/01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
185,IA,1,State,1,Financial Incentive,78,Property Tax Incentive,Methane Gas Conversion Property Tax Exemption,,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
186,AZ,3,Utility,1,Financial Incentive,88,Rebate Program,Sulphur Springs Valley EC - SunWatts Rebate Program,,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
187,OR,1,State,2,Regulatory Policy,25,Generation Disclosure,Fuel Mix and Emissions Disclosure,1999/07/23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,WI,1,State,2,Regulatory Policy,38,Renewables Portfolio Standard,Renewable Portfolio Standard,1999/10/27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1
192,NY,1,State,1,Financial Incentive,78,Property Tax Incentive,"Local Option - Solar, Wind & Biomass Energy Systems Exemption",1977/01/01,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
193,MD,1,State,2,Regulatory Policy,25,Generation Disclosure,Fuel Mix and Emissions Disclosure,1999/10/05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,CT,1,State,2,Regulatory Policy,38,Renewables Portfolio Standard,Renewables Portfolio Standard,2006/01/01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1
196,CT,1,State,1,Financial Incentive,89,Loan Program,Energy Conservation Loan,2013/06/21,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0
203,OH,1,State,2,Regulatory Policy,46,Public Benefits Fund,Energy Loan Fund (ELF),1999/10/05,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1
204,CA,2,Local,2,Regulatory Policy,64,Energy Standards for Public Buildings,City of San Diego - Sustainable Building Policy,2001/06/19,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
205,MN,1,State,1,Financial Incentive,89,Loan Program,Agricultural Improvement Loan Program,1995/01/01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
206,MN,1,State,1,Financial Incentive,89,Loan Program,Value-Added Stock Loan Participation Program,1994/01/26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
207,ID,1,State,1,Financial Incentive,89,Loan Program,Low-Interest Energy Loan Programs,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1
214,NE,1,State,1,Financial Incentive,89,Loan Program,Dollar and Energy Savings Loans,,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1
215,MS,1,State,1,Financial Incentive,89,Loan Program,MDA - Energy Efficiency Revolving Loan Program,1989/01/01,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0
219,NJ,1,State,1,Financial Incentive,81,Sales Tax Incentive,Solar Energy Sales Tax Exemption,1980/10/05,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
